linie,statie,cod_statie,conexiune_linii,directie
385_13,PETRE ISPIRESCU,1962,"122,173,302,385,427,453,",down
385_14,CIMITIRUL GHENCEA,1963,"122,173,302,385,427,453,",down
385_15,GARLENI,2564,"122,173,385,",down
385_16,CARTIER TUDOR VLADIMIRESCU,201,"122,126,173,185,221,222,385,",down
385_17,BRASOV,637,"105,122,185,222,385,408,428,456,",down
385_18,DRUMUL COOPERATIVEI,3475,"105,122,222,385,408,428,456,",down
385_19,PRELUNGIREA GHENCEA,3243,"105,122,222,385,408,428,456,",down
385_20,GHIDIGENI,1127,"105,122,222,385,",down
385_21,VALEA OLTULUI,1130,"105,122,222,385,408,428,456,",down
601_0,SEMANATOAREA POARTA 2,3697,"601,",up
601_1,SEMANATOAREA,2943,"601,",up
601_2,POLITEHNICA,2944,"601,",up
601_3,PRIMARIA MUNICIPIULUI BUCUREST,4192,"601,",up
601_4,POD GROZAVESTI,2945,"601,",up
601_5,E.L.C.E.N.,3780,"601,",up
601_6,POD COTROCENI,1887,"123,236,336,601,",up
601_7,SPITALUL UNIVERSITAR,2805,"123,236,336,601,",up
601_8,POD EROILOR,477,"104,123,124,336,601,",up
601_9,FACULTATEA DE DREPT,2670,"336,601,",up
601_10,PIATA MIHAIL KOGALNICEANU,758,"61, 66, 69, 70, 85, 90, 91,336,601,",up
601_11,GRADINA CISMIGIU,2934,"61, 66, 69, 70, 85, 90, 91,336,601,",up
601_12,UNIVERSITATE,4000,"336,601,",up
601_13,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",up
601_0,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",down
601_1,TEATRUL NATIONAL,968,"61, 66, 69, 70, 85, 90, 91,336,601,",down
601_2,UNIVERSITATE,729,"61, 66, 69, 70, 85, 90, 91,336,601,",down
601_3,GRADINA CISMIGIU,2933,"61, 66, 69, 70, 85, 90, 91,122,137,138,268,336,601,",down
601_4,PIATA MIHAIL KOGALNICEANU,731,"61, 69, 90, 91,122,137,138,268,336,601,",down
601_5,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",down
601_6,STIRBEI VODA,1997,"61, 69, 90, 91,123,601,696,",down
601_7,A.N.E.F.S.,2798,"601,",down
601_8,FACULTATEA DE FILOSOFIE,3537,"601,",down
601_9,COMPLEX GROZAVESTI,2799,"601,",down
601_10,CAMIN U4,3378,"601,",down
601_11,COMPLEX REGIE,2800,"601,",down
601_12,G-RAL PETRE POPOVAT,2801,"601,",down
601_13,PIATA CRANGASI,2797,"601,",down
601_14,POD CIUREL,3692,"601,",down
601_15,SEMANATOAREA POARTA 2,3697,"601,",down
611_0,ROMPRIM,4106,"124,402,414,611,634,",up
611_1,SOSEAUA VITAN BARZESTI,1643,"611,634,",up
611_2,STADION,1644,"611,634,",up
611_3,LUNCA BARZESTI,1645,"611,634,",up
611_4,PIATA SUDULUI,4452,"611,634,",up
611_5,HUSI,936,"232,611,",up
611_6,BD. CONSTANTIN BRANCOVEANU,937,"116,141,232,611,",up
611_7,OPRIS ILIE,938,"116,141,232,611,",up
611_8,CIMITIRUL SERBAN VODA,939,"116,141,232,611,",up
611_9,PIATA EROII REVOLUTIEI,2562,"173,232,611,",up
611_0,PIATA EROII REVOLUTIEI,2562,"173,232,611,",down
611_1,CIMITIRUL SERBAN VODA,940,"116,141,232,611,",down
611_2,OPRIS ILIE,56,"116,141,232,611,",down
611_3,BD. CONSTANTIN BRANCOVEANU,1264,"232,611,",down
611_4,HUSI,943,"232,611,",down
611_5,SOSEAUA BERCENI,4371,"611,634,",down
611_6,LUNCA BARZESTI,1622,"611,634,",down
611_7,STADION,1623,"611,634,",down
611_8,SOSEAUA VITAN BARZESTI,1624,"124,611,634,",down
611_9,ROMPRIM,4107,"124,402,414,611,634,",down
634_0,ROMPRIM,4106,"124,402,414,611,634,",up
634_1,SOSEAUA VITAN BARZESTI,1643,"611,634,",up
634_2,STADION,1644,"611,634,",up
634_3,LUNCA BARZESTI,1645,"611,634,",up
634_4,PIATA SUDULUI,4452,"611,634,",up
634_5,PRIDVORULUI,930,"312,313,381,634,",up
634_6,COSTACHE STAMATE,999,"312,313,381,634,",up
634_7,PENES CURCANUL,1405,"124,223,634,",up
634_8,CALEA VITAN,2456,"135,634,",up
634_9,LABORATOR,3981,"634,",up
634_10,CALEA DUDESTI,1407,"135,634,",up
634_11,BABA NOVAC,4281,"634,",up
634_0,BABA NOVAC,4281,"634,",down
634_1,CALEA DUDESTI,1410,"135,634,",down
634_2,LABORATOR,3986,"634,",down
634_3,CALEA VITAN,3982,"634,",down
634_4,PENES CURCANUL,4181,"223,634,",down
634_5,COSTACHE STAMATE,884,"312,313,381,634,",down
634_6,PRIDVORULUI,932,"312,313,381,634,",down
634_7,SOSEAUA BERCENI,4371,"611,634,",down
634_8,LUNCA BARZESTI,1622,"611,634,",down
634_9,STADION,1623,"611,634,",down
634_10,SOSEAUA VITAN BARZESTI,1624,"124,611,634,",down
634_11,ROMPRIM,4107,"124,402,414,611,634,",down
655_0,CORA PANTELIMON,4154,"104,202,243,246,655,",up
655_1,SOSEAUA DUDESTI-PANTELIMON,1906,"104,202,243,246,655,",up
655_2,GRANITUL,4155,"104,243,655,",up
655_3,SPITALUL PANTELIMON,4156,"104,243,655,",up
655_4,SOSEAUA FUNDENI,4157,"104,243,655,",up
655_5,BD. CHISINAU,1036,"101,104,335,655,",up
655_6,SARAFINESTI,2248,"335,655,",up
655_7,ZEFIRUL,2898,"335,655,",up
655_8,LT. VICTOR MANU,4528,"655,",up
655_9,PIATA IANCULUI,116,"135,311,655,",up
655_10,MATASARI,4534,"655,",up
655_11,SCOALA IANCULUI,156,"135,311,655,",up
655_12,TRAIAN,726,"70, 90,311,655,",up
655_13,CALEA MOSILOR,727,"69, 70, 85, 90,311,655,",up
655_14,ARMENEASCA,2405,"66, 69, 70, 85, 90,311,655,",up
655_15,PIATA ROSETTI,2121,"311,655,",up
655_0,PIATA ROSETTI,2121,"311,655,",down
655_1,ARMENEASCA,2398,"66, 69, 70, 85, 90,311,655,",down
655_2,CALEA MOSILOR,761,"69, 70, 85, 90,311,655,",down
655_3,TRAIAN,762,"70, 90,311,655,",down
655_4,SCOALA IANCULUI,2486,"135,311,655,",down
655_5,MATASARI,4532,"655,",down
655_6,PIATA IANCULUI,4533,"655,",down
655_7,PIATA IANCULUI,2241,"335,655,",down
655_8,LT. VICTOR MANU,4529,"655,",down
655_9,ZEFIRUL,2957,"335,655,",down
655_10,SOSEAUA IANCULUI,1035,"101,104,335,655,",down
655_11,BD. CHISINAU,4159,"104,243,655,",down
655_12,SOSEAUA MORARILOR,4160,"104,243,655,",down
655_13,SPITALUL PANTELIMON,4161,"104,243,655,",down
655_14,GRANITUL,4162,"104,243,655,",down
655_15,CORA PANTELIMON,4153,"104,202,243,246,655,",down
668_0,VALEA OLTULUI,3526,"268,368,668,",up
668_1,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",up
668_2,DRUMUL TABEREI 85,376,"168,221,268,668,",up
668_3,PIATA VALEA IALOMITEI,746,"168,221,268,668,",up
668_4,ROMANCIERILOR,747,"168,221,268,668,",up
668_5,POIANA MUNTELUI,748,"168,221,268,668,",up
668_6,PIATA DRUMUL TABEREI,749,"105,168,268,368,668,",up
668_7,DRUMUL TABEREI 35,750,"105,168,268,368,668,",up
668_8,FAVORIT,751,"105,168,268,368,668,",up
668_9,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",up
668_10,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",up
668_11,PIATA DANNY HUWE,2672,"126,168,268,368,668,",up
668_12,PROFESOR DR. RAINER,754,"122,126,137,138,168,226,268,368,668,696,",up
668_13,CAROL DAVILA,755,"122,126,137,138,168,226,268,368,668,696,",up
668_14,PIATA OPEREI,4525,"122,126,137,138,168,226,268,368,668,696,",up
668_15,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",up
668_0,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",down
668_1,CAROL DAVILA,1253,"122,126,137,138,168,226,268,368,668,696,",down
668_2,SOSEAUA PANDURILOR,735,"126,137,138,168,268,368,668,",down
668_3,DRUMUL SARII,2671,"126,168,268,368,668,",down
668_4,LT. NICOLAE GAINA,736,"126,168,268,368,668,",down
668_5,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",down
668_6,FAVORIT,738,"105,168,268,368,668,",down
668_7,DRUMUL TABEREI 34,739,"105,168,268,368,668,",down
668_8,PIATA DRUMUL TABEREI,740,"168,268,668,",down
668_9,POIANA MUNTELUI,741,"168,268,668,",down
668_10,ROMANCIERILOR,742,"168,268,668,",down
668_11,PIATA VALEA IALOMITEI,157,"168,268,668,",down
668_12,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",down
668_13,VALEA ARGESULUI,4245,"168,221,268,368,668,",down
668_14,VALEA OLTULUI,3525,"268,368,668,",down
682_0,BAICULUI,774,"69, 85,682,",up
682_1,GARA OBOR,775,"69, 85,682,",up
682_2,SOS.PANTELIMON,3973,"682,",up
682_3,PIATA OBOR,4054,"682,",up
682_4,HALELE OBOR,3798,"682,",up
682_5,ZIDURI MOSI,1017,"66,143,682,",up
682_6,SUVEICA,1018,"66,143,182,682,",up
682_7,DOAMNA GHICA,1163,"66,182,282,682,",up
682_8,CREMENITA (PIATA COLENTINA),3994,"66,182,282,682,",up
682_9,RAUL COLENTINA,1164,"66,182,682,",up
682_10,CARTIER COLENTINA,1752,"682,",up
682_11,OITUZ,1753,"682,",up
682_12,PERIS,3602,"682,",up
682_13,CIUCA STEFAN,3789,"682,",up
682_14,ESCALEI,3790,"682,",up
682_0,ESCALEI,3790,"682,",down
682_1,MENTIUNII,3791,"682,",down
682_2,OITUZ,3792,"682,",down
682_3,CIUCA STEFAN,3975,"682,",down
682_4,ZAMFIR NICOLAE,3793,"682,",down
682_5,GHERGHITEI,3794,"682,",down
682_6,CARTIER COLENTINA,1175,"66,182,682,",down
682_7,RAUL COLENTINA,1176,"66,182,282,682,",down
682_8,CREMENITA (PIATA COLENTINA),3993,"66,182,282,682,",down
682_9,DOAMNA GHICA,1029,"66,143,182,682,",down
682_10,TEIUL DOAMNEI,1030,"66,143,682,",down
682_11,HALELE OBOR,3799,"101,682,",down
682_12,PIATA OBOR,4055,"101,682,",down
682_13,SOSEAUA PANTELIMON,791,"69, 85,143,682,",down
682_14,GARA OBOR,792,"69, 85,143,682,",down
682_15,BAICULUI,793,"69, 85,143,682,",down
696_0,PROFESOR DR. RAINER,754,"122,126,137,138,168,226,268,368,668,696,",up
696_1,CAROL DAVILA,755,"122,126,137,138,168,226,268,368,668,696,",up
696_2,PIATA OPEREI,4525,"122,126,137,138,168,226,268,368,668,696,",up
696_3,STIRBEI VODA,1997,"61, 69, 90, 91,123,601,696,",up
696_4,POD COTROCENI,900,"61, 62, 69, 90, 91, 93, 96,123,696,",up
696_5,CALEA PLEVNEI,2101,"62, 93, 96,696,",up
696_6,BD. DINICU GOLESCU,904,"62, 85, 93, 96,133,696,",up
696_7,MINISTERUL TRANSPORTURILOR,905,"62, 85, 93, 96,133,696,",up
696_8,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",up
696_9,GARA BASARAB,1991,"105,133,178,282,696,780,",up
696_0,GARA BASARAB,1989,"105,123,178,282,696,780,",down
696_1,GARA DE NORD,1544,"105,123,178,282,696,780,",down
696_2,WITING,785,"62, 85, 93, 96,123,133,163,696,",down
696_3,MIRCEA VULCANESCU,1128,"61, 69, 85, 90, 91,163,696,",down
696_4,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",down
696_5,CAROL DAVILA,1253,"122,126,137,138,168,226,268,368,668,696,",down
696_6,PROFESOR DR. RAINER,754,"122,126,137,138,168,226,268,368,668,696,",down
697_0,MEZES,3129,"422,697,",up
697_1,MARMUREI,3485,"422,697,",up
697_2,CRINULUI,3642,"422,697,",up
697_3,MINERVA,3644,"422,697,",up
697_4,BD. BUCURESTII NOI,3138,"422,697,",up
697_5,DEPOUL BUCURESTII NOI,829,"65, 86,697,",up
697_6,PAJUREI,824,"697,",up
697_7,BD. GLORIEI,1219,"112,460,460B,697,",up
697_8,TEATRUL MASCA,3112,"112,460,460B,697,",up
697_9,PARCUL BAZILESCU,3011,"112,460,460B,697,",up
697_10,JIMBOLIA,1221,"112,460,460B,697,",up
697_11,LAROMET,1797,"205,304,460,460B,697,",up
697_12,PRECIZIA,2420,"205,304,460,460B,697,",up
697_13,CIMITIRUL STRAULESTI,1798,"205,304,460,460B,697,",up
697_14,STRAND STRAULESTI,4074,"205,304,460,460B,697,",up
697_15,DOI COCOSI,272,"304,460,697,",up
697_16,BUZIAS,273,"304,460,697,",up
697_17,BD. PETRILA,274,"304,460,697,",up
697_18,CFR CENTURA,276,"304,460,460B,697,",up
697_0,C.F.R. CENTURA,474,"304,460,460B,697,",down
697_1,BD. PETRILA,650,"304,460,697,",down
697_2,BUZIAS,651,"304,460,697,",down
697_3,DOI COCOSI,652,"304,460,697,",down
697_4,STRAND STRAULESTI,4613,"205,304,460,460B,697,",down
697_5,CIMITIRUL STRAULESTI,1824,"205,304,460,460B,697,",down
697_6,PRECIZIA,2418,"205,304,460,460B,697,",down
697_7,LAROMET,1825,"112,460,460B,697,",down
697_8,JIMBOLIA,1230,"112,460,460B,697,",down
697_9,PARCUL BAZILESCU,3012,"112,460,460B,697,",down
697_10,TEATRUL MASCA,3111,"112,460,460B,697,",down
697_11,BD. GLORIEI,2419,"697,",down
697_12,PAJUREI,837,"65, 86,697,",down
697_13,SOSEAUA CHITILEI,838,"65, 86,697,",down
697_14,SOSEAUA CHITILA,3137,"422,697,",down
697_15,MINERVA,3645,"422,697,",down
697_16,CRINULUI,3643,"422,697,",down
697_17,SUBCETATE,3484,"422,697,",down
697_18,MEZES,1869,"697,",down
